"PdId","IncidntNum","Incident Code","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Address","X","Y","location","SF Find Neighborhoods 2 2","Current Police Districts 2 2","Current Supervisor Districts 2 2","Analysis Neighborhoods 2 2","DELETE - Fire Prevention Districts 2 2","DELETE - Police Districts 2 2","DELETE - Supervisor Districts 2 2","DELETE - Zip Codes 2 2","DELETE - Neighborhoods 2 2","DELETE - 2017 Fix It Zones 2 2","Civic Center Harm Reduction Project Boundary 2 2","Fix It Zones as of 2017-11-06  2 2","DELETE - HSOC Zones 2 2","Fix It Zones as of 2018-02-07 2 2","CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2","Central Market/Tenderloin Boundary 2 2","Central Market/Tenderloin Boundary Polygon - Updated 2 2","HSOC Zones as of 2018-06-05 2 2","OWED Public Spaces 2 2","Neighborhoods 2"
"15618236006244","156182360","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","07/24/2015","02:27","PARK","NONE","TURK ST / SCOTT ST","-122.437075560735","37.7798680003913","POINT (-122.437075560735 37.7798680003913)","97","4","11","39","15","5","11","29490","41","","","","","","","2","","","","","97"
"15608600706244","156086007","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","04/03/2015","01:30","SOUTHERN","NONE","SHIPLEY ST / 4TH ST","-122.400617398903","37.7815876234701","POINT (-122.400617398903 37.7815876234701)","32","1","10","34","6","2","9","28856","34","","","","","","4","2","","","","","32"
"7116080707021","071160807","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Tuesday","11/27/2007","09:00","BAYVIEW","NONE","1000 Block of FITZGERALD AV","-122.388416108229","37.7191956969734","POINT (-122.388416108229 37.7191956969734)","88","2","9","1","10","3","8","58","1","","","","","","","2","","","","","88"
"8604644606374","086046446","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Thursday","06/12/2008","15:30","SOUTHERN","NONE","POWELL ST / MARKET ST","-122.407545855931","37.784401179486","POINT (-122.407545855931 37.784401179486)","19","5","10","34","12","2","9","28853","34","17","","18","","18","5","2","1","","","35","19"
"15104015515200","151040155","15200","SECONDARY CODES","DOMESTIC VIOLENCE","Monday","11/30/2015","09:00","BAYVIEW","NONE","1100 Block of THOMAS AV","-122.382852175823","37.7256943991515","POINT (-122.382852175823 37.7256943991515)","78","2","9","1","10","3","8","58","1","","","","","","","2","","","","","78"
"15111602919090","151116029","19090","DRUNKENNESS","UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE","Monday","12/28/2015","09:25","RICHMOND","ARREST, BOOKED","6800 Block of GEARY BL","-122.492763504348","37.779598700782","POINT (-122.492763504348 37.779598700782)","8","8","4","29","11","6","2","55","26","","","","","","","1","","","","","8"
"15109731606304","151097316","06304","LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Saturday","12/19/2015","16:40","TENDERLOIN","NONE","0 Block of OFARRELL ST","-122.405861657246","37.786627232545","POINT (-122.40586165724602 37.786627232545)","19","6","3","8","5","10","10","28852","6","10","","12","","12","5","2","","","","","19"
"15108215712008","151082157","12008","WEAPON LAWS","SUSPICIOUS PACKAGE","Tuesday","12/15/2015","13:08","NORTHERN","NONE","1700 Block of BUCHANAN ST","-122.42995092411","37.7860338859281","POINT (-122.42995092411 37.7860338859281)","101","4","11","15","13","9","11","29490","13","","","","","","11","2","","","","","101"
"15105787107020","151057871","07020","VEHICLE THEFT","STOLEN AND RECOVERED VEHICLE","Saturday","12/05/2015","23:00","MISSION","NONE","1300 Block of POTRERO AV","-122.406068106289","37.7505684946516","POINT (-122.40606810628898 37.7505684946516)","53","3","2","20","10","4","7","28859","19","","","","3","","","1","","","3","","53"
"15629097906244","156290979","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","11/30/2015","16:30","CENTRAL","NONE","500 Block of NORTHPOINT ST","-122.416280805077","37.8062946812333","POINT (-122.41628080507701 37.8062946812333)","99","6","3","23","5","1","10","308","23","","","","","","2","2","","","","","99"
"8099077265015","080990772","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Thursday","09/18/2008","09:23","INGLESIDE","ARREST, CITED","3100 Block of MISSION ST","-122.418609719102","37.7474453071495","POINT (-122.41860971910201 37.7474453071495)","83","9","2","2","2","7","7","28859","2","","","","3","","","1","","","3","","83"
"17626708306244","176267083","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","09/11/2017","23:00","BAYVIEW","NONE","CRISP RD / PALOU AV","-122.37999524028699","37.72778782054584","POINT (-122.37999524028699 37.72778782054584)","78","2","9","1","10","3","8","58","1","","","","","","","2","","","","","78"
"15108650706114","151086507","06114","LARCENY/THEFT","GRAND THEFT PICKPOCKET","Friday","12/04/2015","22:30","MISSION","NONE","3100 Block of 16TH ST","-122.423637302048","37.7648666651043","POINT (-122.423637302048 37.7648666651043)","37","3","5","20","8","4","5","28853","19","","","","","","","2","","","","","37"
"17616463328150","176164633","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","06/25/2017","17:00","CENTRAL","NONE","SACRAMENTO ST / MASON ST","-122.41101097502387","37.7927615798328","POINT (-122.41101097502387 37.7927615798328)","16","6","3","21","5","1","10","28857","21","","","","","","","1","","","","","16"
"4021867705013","040218677","05013","BURGLARY","BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","Monday","02/23/2004","07:30","CENTRAL","NONE","1200 Block of TAYLOR ST","-122.412853572042","37.7938938253879","POINT (-122.412853572042 37.7938938253879)","16","6","3","21","3","1","10","28857","21","","","","","","","1","","","","","16"
"15630912206374","156309122","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Friday","12/11/2015","20:00","CENTRAL","NONE","300 Block of CALIFORNIA ST","-122.400542764838","37.793079042261","POINT (-122.40054276483798 37.793079042261)","108","6","3","8","4","1","10","28854","6","","","","","","","2","","","","","108"
"18003831165015","180038311","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Monday","01/15/2018","09:22","TENDERLOIN","ARREST, BOOKED","GOLDEN GATE AV / JONES ST","-122.4122241647361","37.78207293120293","POINT (-122.4122241647361 37.78207293120294)","20","5","10","36","7","10","9","28852","36","17","1","18","1","18","6","2","1","1","1","","20"
"15111796465016","151117964","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Monday","12/28/2015","19:26","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"17017135771000","170171357","71000","NON-CRIMINAL","LOST PROPERTY","Wednesday","02/22/2017","21:00","MISSION","NONE","14TH ST / MISSION ST","-122.41998344769745","37.76827267636187","POINT (-122.41998344769745 37.76827267636187)","53","3","2","20","8","4","7","28853","19","12","1","14","3","14","","2","","","3","","53"
"15111073665010","151110736","65010","OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Friday","12/25/2015","23:30","RICHMOND","ARREST, BOOKED","CALIFORNIA ST / 10TH AV","-122.468841337137","37.7846186590146","POINT (-122.46884133713701 37.7846186590146)","5","8","4","11","11","6","2","54","11","","","","","","","1","","","","","5"
"15618493006244","156184930","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","07/27/2015","21:20","CENTRAL","NONE","BAY ST / MASON ST","-122.413609602048","37.8056188797632","POINT (-122.413609602048 37.8056188797632)","99","6","3","23","3","1","10","308","23","","","","","","2","2","","","","","99"
"15628683706372","156286837","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday","11/22/2015","01:00","NORTHERN","NONE","POLK ST / TURK ST","-122.418996371999","37.7821689138292","POINT (-122.41899637199899 37.7821689138292)","20","4","10","36","7","9","9","28852","36","","1","","1","","","2","1","1","1","","20"
"15626470806372","156264708","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Wednesday","10/28/2015","19:10","PARK","NONE","SHRADER ST / HAIGHT ST","-122.451864552636","37.7693505381781","POINT (-122.451864552636 37.7693505381781)","25","7","11","3","15","5","11","29492","9","22","","24","","25","","1","","","","","25"
"15600763306244","156007633","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","01/09/2015","21:30","SOUTHERN","NONE","2ND ST / HARRISON ST","-122.395163154488","37.7843096998676","POINT (-122.39516315448802 37.7843096998676)","32","1","10","8","6","2","9","28856","6","","","","","","3","1","","","","","32"
"15105846504013","151058465","04013","ASSAULT","AGGRAVATED ASSAULT WITH A DEADLY WEAPON","Monday","12/07/2015","10:05","TENDERLOIN","NONE","FULTON ST / HYDE ST","-122.415127837608","37.7797870676495","POINT (-122.415127837608 37.7797870676495)","21","5","10","36","7","10","9","28852","36","3","1","3","1","3","6","2","1","1","1","39","21"
"15616093006244","156160930","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","07/02/2015","17:45","SOUTHERN","NONE","3RD ST / FOLSOM ST","-122.398932711095","37.7837848211584","POINT (-122.398932711095 37.7837848211584)","32","1","10","34","6","2","9","28856","34","","","","","","4","2","","","","","32"
"16034962772000","160349627","72000","NON-CRIMINAL","FOUND PROPERTY","Friday","04/29/2016","06:00","TENDERLOIN","NONE","300 Block of EDDY ST","-122.4129305220591","37.783834437414136","POINT (-122.4129305220591 37.78383443741414)","20","5","10","36","7","10","9","28852","36","17","1","18","","18","6","2","1","1","","","20"
"15602120706372","156021207","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Thursday","01/22/2015","10:00","PARK","NONE","100 Block of CARL ST","-122.450669533596","37.765653666225","POINT (-122.450669533596 37.765653666225)","29","7","11","3","15","5","11","29492","9","","","","","","","1","","","","","29"
"16079934504134","160799345","04134","ASSAULT","BATTERY","Saturday","10/01/2016","23:02","MISSION","NONE","2000 Block of MISSION ST","-122.41965834371042","37.76422056037451","POINT (-122.41965834371042 37.76422056037451)","53","3","2","20","8","4","7","28859","19","12","","14","3","14","","2","","","3","","53"
"15110880016652","151108800","16652","DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE FOR SALE","Thursday","12/24/2015","21:00","TENDERLOIN","ARREST, BOOKED","LEAVENWORTH ST / GOLDEN GATE AV","-122.413869632554","37.7818621883021","POINT (-122.41386963255401 37.7818621883021)","21","5","10","36","7","10","9","28852","36","17","1","18","1","18","6","2","1","1","1","","21"
"15626428128160","156264281","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","10/26/2015","21:00","RICHMOND","NONE","100 Block of 17TH AV","-122.476573734815","37.7851786473244","POINT (-122.476573734815 37.7851786473244)","2","8","4","29","11","6","2","55","26","","","","","","","1","","","","","2"
"15627982606244","156279826","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","11/08/2015","18:00","RICHMOND","NONE","300 Block of 10TH AV","-122.468701914865","37.7817647998073","POINT (-122.468701914865 37.7817647998073)","5","8","4","11","11","6","2","54","11","","","","","","","1","","","","","5"
"15103194474000","151031944","74000","MISSING PERSON","MISSING ADULT","Friday","11/27/2015","20:50","SOUTHERN","NONE","500 Block of MARKET ST","-122.401833062479","37.7890397716649","POINT (-122.40183306247901 37.7890397716649)","108","6","3","8","4","2","10","28854","6","","","","","","","2","","","","35","108"
"17030085727072","170300857","27072","FRAUD","IMPERSONATING PUBLIC UTILITY MEMBER","Wednesday","04/12/2017","17:15","BAYVIEW","NONE","400 Block of TOCOLOMA AV","-122.3988038863486","37.710006054026934","POINT (-122.3988038863486 37.710006054026934)","89","2","9","1","10","3","8","309","1","","","","","","","1","","","","","89"
"15630524906374","156305249","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Friday","12/18/2015","18:50","SOUTHERN","NONE","300 Block of 10TH ST","-122.411636621857","37.7717869350639","POINT (-122.41163662185701 37.7717869350639)","32","1","10","34","8","2","9","28853","34","","","","","","","2","","","","","32"
"15613573906244","156135739","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","06/06/2015","11:00","RICHMOND","NONE","500 Block of JOHNFKENNEDY DR","-122.466204667893","37.7725405391593","POINT (-122.466204667893 37.7725405391593)","9","8","4","12","11","6","2","54","8","","","","","","","1","","","","","9"
"16004999604134","160049996","04134","ASSAULT","BATTERY","Monday","01/18/2016","15:30","BAYVIEW","NONE","JENNINGS ST / PALOU AV","-122.38529022099065","37.73079074007437","POINT (-122.38529022099065 37.73079074007437)","86","2","9","1","10","3","8","58","1","","","","","","","2","","","","","86"
"15619462228150","156194622","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","08/05/2015","15:30","CENTRAL","NONE","BAY ST / STOCKTON ST","-122.410313788739","37.8060266607919","POINT (-122.410313788739 37.8060266607919)","106","6","3","23","3","1","10","308","23","","","","","","","2","","","","","106"
"15627421806244","156274218","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","11/08/2015","01:00","CENTRAL","NONE","SACRAMENTO ST / LEAVENWORTH ST","-122.415937762031","37.7921322486354","POINT (-122.415937762031 37.7921322486354)","16","6","3","21","5","1","10","28858","21","","","","","","","1","","","","","16"
"16003570709029","160035707","09029","OTHER OFFENSES","FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY","Wednesday","11/04/2015","00:01","MISSION","NONE","2200 Block of MARKET ST","-122.431957685196","37.7649357189679","POINT (-122.431957685196 37.7649357189679)","38","3","5","5","15","4","5","28862","3","","","","5","","9","1","","","5","","38"
"15607176306374","156071763","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Friday","03/20/2015","14:48","RICHMOND","NONE","1700 Block of BRODERICK ST","-122.441891113318","37.7864342468003","POINT (-122.441891113318 37.7864342468003)","103","8","6","30","13","6","1","29490","27","","","","","","","1","","","","","103"
"15111747506243","151117475","06243","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Monday","12/28/2015","14:00","PARK","NONE","1100 Block of HAYES ST","-122.435310896707","37.7752551506123","POINT (-122.43531089670701 37.7752551506123)","23","4","11","9","15","5","11","29492","10","","","","","","","1","","","","","23"
"17604822506244","176048225","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","02/19/2017","19:00","SOUTHERN","NONE","800 Block of MISSION ST","-122.40539549393928","37.78351007154212","POINT (-122.40539549393928 37.78351007154212)","32","1","10","34","12","2","9","28853","34","","","","","","4","2","","","","","32"
"15622048706244","156220487","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","09/07/2015","07:30","CENTRAL","NONE","TAYLOR ST / SUTTER ST","-122.411888791823","37.7888082903797","POINT (-122.411888791823 37.7888082903797)","50","6","3","21","5","1","10","28852","21","","","","","","","2","","","","","50"
"15611066206244","156110662","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","05/07/2015","20:00","SOUTHERN","NONE","300 Block of BRANNAN ST","-122.392315803265","37.7815803014118","POINT (-122.392315803265 37.7815803014118)","31","1","10","8","6","2","9","28856","6","","","","","","","1","","","","","31"
"15605044471000","156050444","71000","NON-CRIMINAL","LOST PROPERTY","Saturday","02/21/2015","14:26","SOUTHERN","NONE","300 Block of MAIN ST","-122.391024911564","37.7887786674397","POINT (-122.39102491156399 37.7887786674397)","30","1","10","8","6","2","9","28855","6","","","","","","3","1","","","","","30"
"15615259506374","156152595","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Tuesday","05/26/2015","18:00","PARK","NONE","600 Block of CORBETT AV","-122.443294006418","37.7561106903233","POINT (-122.44329400641799 37.7561106903233)","47","7","5","38","2","5","5","28862","38","","","","","","","1","","","","","47"
"15617670506244","156176705","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","07/10/2015","16:00","RICHMOND","NONE","LINCOLN WY / GREAT HY","-122.510339992198","37.7640000597982","POINT (-122.51033999219801 37.7640000597982)","39","10","7","35","11","6","3","29491","35","","","","","","","1","","","","","39"
"15103117605083","151031176","05083","BURGLARY","BURGLARY, HOT PROWL, UNLAWFUL ENTRY","Thursday","07/23/2015","23:00","PARK","NONE","1200 Block of HAIGHT ST","-122.442678874433","37.7706061352855","POINT (-122.442678874433 37.7706061352855)","112","7","11","3","15","5","11","29492","9","","","","","","","1","","","","","112"
"15105466772000","151054667","72000","NON-CRIMINAL","FOUND PROPERTY","Saturday","12/05/2015","17:30","RICHMOND","NONE","2100 Block of SUTTER ST","-122.435764153945","37.7858242341974","POINT (-122.43576415394502 37.7858242341974)","103","4","6","30","13","6","1","29490","27","","","","","","","1","","","","","103"
"15617029606244","156170296","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","07/08/2015","14:45","BAYVIEW","NONE","1200 Block of 7TH ST","-122.397079560285","37.7680870083293","POINT (-122.39707956028501 37.7680870083293)","33","1","9","4","14","3","8","28856","20","","","","","","","1","","","","","33"
"15616586106244","156165861","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday","07/07/2015","16:30","NORTHERN","NONE","POLK ST / OFARRELL ST","-122.419549568783","37.7849590112628","POINT (-122.41954956878301 37.7849590112628)","20","4","10","36","13","9","9","28858","36","","","","","","","2","1","1","","","20"
"15109343306243","151093433","06243","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Friday","12/18/2015","18:00","CENTRAL","NONE","1400 Block of KEARNY ST","-122.406053584011","37.8013405240327","POINT (-122.40605358401102 37.8013405240327)","18","6","3","23","3","1","10","308","23","21","","23","","23","","1","","","","","18"
"15101233674000","151012336","74000","MISSING PERSON","MISSING ADULT","Tuesday","11/17/2015","12:00","NORTHERN","NONE","800 Block of FULTON ST","-122.431149073441","37.777698406901","POINT (-122.431149073441 37.777698406901)","22","4","11","9","7","9","11","29492","10","","","","","","","1","","","","","22"
"16004153828150","160041538","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","01/14/2016","22:30","SOUTHERN","NONE","0 Block of RODGERS ST","-122.40904634341918","37.77517582481117","POINT (-122.40904634341918 37.77517582481117)","32","1","10","34","8","2","9","28853","34","24","","6","","6","","2","","","","","32"
"16000878271000","160008782","71000","NON-CRIMINAL","LOST PROPERTY","Monday","12/28/2015","19:00","NORTHERN","NONE","1100 Block of FILLMORE ST","-122.432116233695","37.7800304351156","POINT (-122.43211623369501 37.7800304351156)","97","4","11","39","15","9","11","29490","41","","","","","","","2","","","","","97"
"15624703306244","156247033","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","10/08/2015","08:30","RICHMOND","NONE","500 Block of JOHNFKENNEDY DR","-122.466204667893","37.7725405391593","POINT (-122.466204667893 37.7725405391593)","9","8","4","12","11","6","2","54","8","","","","","","","1","","","","","9"
"15612145906244","156121459","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday","05/19/2015","18:30","CENTRAL","NONE","BATTERY ST / WASHINGTON ST","-122.400488130754","37.7958763223097","POINT (-122.400488130754 37.7958763223097)","106","6","3","6","3","1","10","28860","4","","","","","","","2","","","","","106"
"9050778712015","090507787","12015","WEAPON LAWS","CARRYING A CONCEALED WEAPON","Wednesday","10/06/2010","15:30","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"15900524665010","159005246","65010","OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Wednesday","09/09/2015","00:01","TARAVAL","NONE","CAMBON DR / FELIX AV","-122.47427798202","37.716886584281","POINT (-122.47427798202 37.716886584281)","42","10","8","16","1","8","4","64","14","","","","","","","2","","","","","42"
"12071670968030","120716709","68030","NON-CRIMINAL","COURTESY REPORT","Monday","09/03/2012","15:00","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"15629851906224","156298519","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Monday","12/07/2015","19:00","RICHMOND","NONE","GEARY BL / 22ND AV","-122.481516526312","37.7802227066368","POINT (-122.481516526312 37.7802227066368)","8","8","4","29","11","6","2","55","26","","","","","","","1","","","","","8"
"10067078328160","100670783","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","07/21/2010","19:00","CENTRAL","NONE","BUSH ST / TAYLOR ST","-122.412078903704","37.7897391550377","POINT (-122.412078903704 37.7897391550377)","50","6","3","21","5","1","10","28857","21","","","","","","","2","","","","","50"
"15104970909027","151049709","09027","OTHER OFFENSES","FALSE PERSONATION","Thursday","11/26/2015","00:01","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"16006493804134","160064938","04134","ASSAULT","BATTERY","Saturday","01/23/2016","11:08","CENTRAL","NONE","1000 Block of HYDE ST","-122.41736820674113","37.79050941515949","POINT (-122.41736820674113 37.79050941515949)","16","6","3","21","13","1","10","28858","21","","","","","","","1","","","","","16"
"15629419706224","156294197","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Thursday","12/03/2015","17:45","CENTRAL","NONE","300 Block of POST ST","-122.407591091073","37.7883401187101","POINT (-122.407591091073 37.7883401187101)","19","6","3","8","5","1","10","28852","6","10","","12","","12","5","2","","","","","19"
"15111594665010","151115946","65010","OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Monday","12/28/2015","09:26","PARK","ARREST, BOOKED","1200 Block of HAIGHT ST","-122.442678874433","37.7706061352855","POINT (-122.442678874433 37.7706061352855)","112","7","11","3","15","5","11","29492","9","","","","","","","1","","","","","112"
"15111199464085","151111994","64085","SUSPICIOUS OCC","INVESTIGATIVE DETENTION","Saturday","12/26/2015","14:19","TARAVAL","NONE","300 Block of SANMIGUEL ST","-122.448886981236","37.7192631593814","POINT (-122.44888698123599 37.7192631593814)","81","10","1","24","9","8","6","28861","24","","","","","","","2","","","","","81"
"15110354365016","151103543","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Tuesday","12/22/2015","23:22","INGLESIDE","ARREST, BOOKED","LISBON ST / ITALY AV","-122.437133460469","37.7173357300854","POINT (-122.43713346046901 37.7173357300854)","90","9","1","7","9","7","6","28861","5","","","","","","","2","","","","","90"
"15620268906244","156202689","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","08/13/2015","21:45","MISSION","NONE","HARRISON ST / 14TH ST","-122.413398253422","37.7686709269248","POINT (-122.41339825342202 37.7686709269248)","53","3","2","20","8","4","7","28853","19","","","","3","","","2","","","3","","53"
"15625766206244","156257662","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday","10/20/2015","19:00","NORTHERN","NONE","2600 Block of VALLEJO ST","-122.441301406195","37.7944935508163","POINT (-122.441301406195 37.7944935508163)","102","4","6","30","13","9","1","57","27","","","","","","","1","","","","","102"
"15606540906372","156065409","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday","03/15/2015","15:20","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
