"PdId","IncidntNum","Incident Code","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Address","X","Y","location","SF Find Neighborhoods 2 2","Current Police Districts 2 2","Current Supervisor Districts 2 2","Analysis Neighborhoods 2 2","DELETE - Fire Prevention Districts 2 2","DELETE - Police Districts 2 2","DELETE - Supervisor Districts 2 2","DELETE - Zip Codes 2 2","DELETE - Neighborhoods 2 2","DELETE - 2017 Fix It Zones 2 2","Civic Center Harm Reduction Project Boundary 2 2","Fix It Zones as of 2017-11-06  2 2","DELETE - HSOC Zones 2 2","Fix It Zones as of 2018-02-07 2 2","CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2","Central Market/Tenderloin Boundary 2 2","Central Market/Tenderloin Boundary Polygon - Updated 2 2","HSOC Zones as of 2018-06-05 2 2","OWED Public Spaces 2 2","Neighborhoods 2"
"4086881815200","040868818","15200","SECONDARY CODES","DOMESTIC VIOLENCE","Saturday","07/31/2004","00:40","INGLESIDE","NONE","900 Block of ELLSWORTH ST","-122.416446124049","37.7329162539537","POINT (-122.416446124049 37.7329162539537)","83","9","2","2","2","7","7","28859","2","","","","","","","1","","","","","83"
"10068844116660","100688441","16660","DRUG/NARCOTIC","POSSESSION OF CONTROLLED SUBSTANCE","Wednesday","07/28/2010","07:56","TENDERLOIN","ARREST, CITED","200 Block of HYDE ST","-122.415858343095","37.7830505366842","POINT (-122.41585834309501 37.7830505366842)","20","5","10","36","7","10","9","28852","36","17","1","18","","18","6","2","1","1","","","20"
"3131900062050","031319000","62050","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","11/09/2003","22:46","INGLESIDE","ARREST, BOOKED","HOLLADAY AV / FAITH ST","-122.406036710603","37.7440761825113","POINT (-122.406036710603 37.7440761825113)","60","9","2","2","10","7","7","28859","2","","","","","","","1","","","","","60"
"3116955471000","031169554","71000","NON-CRIMINAL","LOST PROPERTY","Saturday","10/04/2003","11:30","SOUTHERN","NONE","MARKET ST / VAN NESS AV","-122.419257894821","37.775146291631","POINT (-122.419257894821 37.775146291631)","32","1","10","20","8","2","9","28853","19","","1","","1","","8","2","1","1","1","","32"
"9127940064070","091279400","64070","SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Wednesday","12/16/2009","01:08","CENTRAL","UNFOUNDED","LEAVENWORTH ST / GEARY ST","-122.414809966357","37.7865194111614","POINT (-122.41480996635698 37.7865194111614)","20","6","10","36","13","1","9","28852","36","","","","","","","2","","","","","20"
"4022194363010","040221943","63010","WARRANTS","WARRANT ARREST","Tuesday","02/24/2004","17:25","BAYVIEW","ARREST, BOOKED","3000 Block of 3RD ST","-122.387742792946","37.750896501362","POINT (-122.387742792946 37.750896501362)","56","2","9","1","10","3","8","28856","1","","","","","","14","1","","","","","56"
"4136980706244","041369807","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","12/01/2004","06:00","MISSION","NONE","1200 Block of POTRERO AV","-122.406345654667","37.7523483654161","POINT (-122.40634565466699 37.7523483654161)","53","3","2","20","10","4","7","28859","19","","","","3","","","1","","","3","","53"
"8103940227195","081039402","27195","TRESPASS","TRESPASSING","Tuesday","09/30/2008","07:44","TENDERLOIN","ARREST, CITED","0 Block of TURK ST","-122.409849441655","37.7832755202567","POINT (-122.40984944165501 37.7832755202567)","20","5","10","36","14","10","9","28852","36","17","1","18","","18","6","2","1","1","","","20"
"8011148907021","080111489","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Thursday","01/31/2008","18:00","RICHMOND","NONE","8TH AV / FULTON ST","-122.465882650289","37.7733973258174","POINT (-122.465882650289 37.7733973258174)","9","8","4","12","11","6","2","54","8","6","","7","","7","","1","","","","","9"
"8605701706244","086057017","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","07/31/2008","08:30","SOUTHERN","NONE","5TH ST / MISSION ST","-122.406481972743","37.7827317884887","POINT (-122.40648197274301 37.7827317884887)","32","1","10","34","14","2","9","28853","34","","1","","","","","2","1","1","","","32"
"13003107006153","130031070","06153","LARCENY/THEFT","GRAND THEFT FROM PERSON","Friday","01/11/2013","21:12","NORTHERN","ARREST, BOOKED","9TH ST / MARKET ST","-122.416293820935","37.777493677735","POINT (-122.416293820935 37.777493677735)","21","5","10","36","8","2","9","28853","36","","1","","1","","7","2","1","1","1","35","21"
"11012714409110","110127144","09110","FRAUD","FORGERY, CREDIT CARD","Thursday","02/10/2011","11:00","MISSION","NONE","3000 Block of HARRISON ST","-122.411445297661","37.7486179647959","POINT (-122.41144529766099 37.7486179647959)","53","3","2","20","2","4","7","28859","19","","","","3","","","1","","","3","","53"
"4028494104134","040284941","04134","ASSAULT","BATTERY","Wednesday","03/10/2004","20:10","NORTHERN","NONE","1100 Block of FILLMORE ST","-122.431979576386","37.7800478529923","POINT (-122.431979576386 37.7800478529923)","97","4","11","39","15","9","11","29490","41","","","","","","","2","","","","28","97"
"13041404062030","130414040","62030","WARRANTS","ENROUTE TO PAROLE OFFICER","Monday","05/20/2013","08:12","TENDERLOIN","ARREST, BOOKED","0 Block of TURK ST","-122.409849441655","37.7832755202567","POINT (-122.40984944165501 37.7832755202567)","20","5","10","36","14","10","9","28852","36","17","1","18","","18","6","2","1","1","","","20"
"8096964265016","080969642","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Friday","09/12/2008","17:55","MISSION","ARREST, CITED","TREAT AV / 25TH ST","-122.412838554019","37.7509678760759","POINT (-122.412838554019 37.7509678760759)","53","3","2","20","2","4","7","28859","19","","","","3","","","2","","","3","","53"
"7005652228150","070056522","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","01/14/2007","03:47","MISSION","NONE","900 Block of VALENCIA ST","-122.421085159058","37.7572895293911","POINT (-122.421085159058 37.7572895293911)","53","3","2","20","2","4","7","28859","19","","","","3","","","2","","","3","","53"
"4016854968020","040168549","68020","OTHER OFFENSES","MISCELLANEOUS INVESTIGATION","Sunday","02/08/2004","15:30","CENTRAL","NONE","0 Block of MILLER PL","-122.408986446576","37.7932445345579","POINT (-122.408986446576 37.7932445345579)","16","6","3","6","3","1","10","28857","4","5","","5","","5","","2","","","","","16"
"11020047716030","110200477","16030","DRUG/NARCOTIC","POSSESSION OF MARIJUANA FOR SALES","Wednesday","03/09/2011","18:40","SOUTHERN","ARREST, BOOKED","1000 Block of MARKET ST","-122.411071423064","37.7817511307229","POINT (-122.411071423064 37.7817511307229)","20","5","10","36","14","2","9","28852","36","17","1","18","1","18","6","2","1","1","1","35","20"
"4144901703011","041449017","03011","ROBBERY","ROBBERY ON THE STREET WITH A GUN","Wednesday","12/22/2004","19:20","INGLESIDE","NONE","CAMPBELL AV / RUTLAND ST","-122.406189554778","37.7152446892689","POINT (-122.40618955477801 37.7152446892689)","75","9","9","40","9","7","8","309","39","","","","","","","2","","","","","75"
"4000658527170","040006585","27170","OTHER OFFENSES","RESISTING ARREST","Friday","01/02/2004","20:11","MISSION","ARREST, BOOKED","MISSION ST / 15TH ST","-122.419827929969","37.7666737551881","POINT (-122.41982792996899 37.7666737551881)","53","3","2","20","8","4","7","28853","19","12","","14","3","14","","2","","","3","","53"
"11090453871012","110904538","71012","NON-CRIMINAL","LICENSE PLATE, RECOVERED","Tuesday","11/08/2011","19:00","SOUTHERN","NONE","1300 Block of HOWARD ST","-122.413638410545","37.7745417865892","POINT (-122.413638410545 37.7745417865892)","32","1","10","34","8","2","9","28853","34","","1","","1","","","2","","","1","","32"
"5080904027170","050809040","27170","OTHER OFFENSES","RESISTING ARREST","Wednesday","07/20/2005","10:10","MISSION","ARREST, BOOKED","16TH ST / MISSION ST","-122.419671780303","37.7650501214714","POINT (-122.419671780303 37.7650501214714)","53","3","2","20","8","4","7","28859","19","12","","14","3","14","","2","","","3","50","53"
"13077676528166","130776765","28166","VANDALISM","VANDALISM OR GRAFFITI TOOLS, POSSESSION","Sunday","09/15/2013","18:20","SOUTHERN","ARREST, BOOKED","7TH ST / MISSION ST","-122.410939205552","37.7792122590085","POINT (-122.41093920555198 37.7792122590085)","32","1","10","34","8","2","9","28853","34","24","1","6","1","6","7","2","1","1","1","","32"
"11024029127170","110240291","27170","OTHER OFFENSES","RESISTING ARREST","Wednesday","03/23/2011","19:23","TENDERLOIN","ARREST, BOOKED","GOLDEN GATE AV / HYDE ST","-122.415508242782","37.7816542806076","POINT (-122.41550824278201 37.7816542806076)","21","5","10","36","7","10","9","28852","36","17","1","18","1","18","6","2","1","1","1","","21"
"4145885804134","041458858","04134","ASSAULT","BATTERY","Sunday","12/26/2004","07:30","INGLESIDE","NONE","0 Block of ARAGO ST","-122.443244532399","37.7274687126927","POINT (-122.44324453239899 37.7274687126927)","94","9","1","28","9","7","6","28861","25","","","","","","","1","","","","","94"
"4018996507021","040189965","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Monday","02/16/2004","16:00","CENTRAL","NONE","1400 Block of SACRAMENTO ST","-122.416962993149","37.7920575305584","POINT (-122.416962993149 37.7920575305584)","16","6","3","21","5","1","10","28858","21","","","","","","","1","","","","","16"
"12007260816030","120072608","16030","DRUG/NARCOTIC","POSSESSION OF MARIJUANA FOR SALES","Thursday","01/26/2012","17:11","TENDERLOIN","ARREST, BOOKED","0 Block of JONES ST","-122.412054141237","37.7816136403158","POINT (-122.41205414123701 37.7816136403158)","20","5","10","36","14","10","9","28852","36","17","1","18","1","18","6","2","1","1","1","","20"
"4141389606362","041413896","06362","LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Monday","12/13/2004","18:50","TENDERLOIN","ARREST, BOOKED","100 Block of OFARRELL ST","-122.407244087032","37.7865647607685","POINT (-122.407244087032 37.7865647607685)","19","6","3","8","5","10","10","28852","6","10","","12","","12","5","2","","","","","19"
"10009408619050","100094086","19050","OTHER OFFENSES","OBSCENE PHONE CALLS(S)","Monday","01/25/2010","01:30","NORTHERN","NONE","1200 Block of FRANCISCO ST","-122.425746937479","37.8030455349225","POINT (-122.42574693747902 37.8030455349225)","17","4","6","13","13","9","1","28858","17","","","","","","","1","","","","","17"
"5076228807021","050762288","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Thursday","07/07/2005","22:00","TARAVAL","NONE","1700 Block of 16TH AV","-122.473370728894","37.7549429267022","POINT (-122.47337072889401 37.7549429267022)","44","10","8","14","1","8","4","56","12","","","","","","","1","","","","","44"
"3042247406314","030422474","06314","LARCENY/THEFT","GRAND THEFT BICYCLE","Thursday","04/10/2003","11:00","NORTHERN","NONE","100 Block of LARKIN ST","-122.416607695115","37.7791387543353","POINT (-122.41660769511499 37.7791387543353)","21","5","10","36","7","9","9","28852","36","","1","","1","","8","2","1","1","1","","21"
"8084226427170","080842264","27170","OTHER OFFENSES","RESISTING ARREST","Sunday","08/10/2008","23:39","TENDERLOIN","ARREST, CITED","600 Block of ELLIS ST","-122.416893710739","37.7842860480389","POINT (-122.41689371073902 37.7842860480389)","20","5","10","36","7","10","9","28858","36","17","","18","","18","6","2","1","1","","","20"
"9062609226080","090626092","26080","OTHER OFFENSES","CONSPIRACY","Thursday","06/18/2009","14:30","TARAVAL","ARREST, BOOKED","1700 Block of 26TH AV","-122.484106878907","37.7548225972778","POINT (-122.48410687890699 37.7548225972778)","39","10","7","35","1","8","3","56","35","","","","","","","1","","","","","39"
"11615926806372","116159268","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Tuesday","12/06/2011","00:30","MISSION","NONE","CASTRO ST / MARKET ST","-122.435187699349","37.7626702770872","POINT (-122.43518769934902 37.7626702770872)","38","3","5","5","15","4","5","28862","3","1","","1","5","1","9","1","","","5","","38"
"3075519006244","030755190","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","06/21/2003","20:00","NORTHERN","NONE","1400 Block of BUSH ST","-122.42115446602","37.7886465686704","POINT (-122.42115446602001 37.7886465686704)","50","4","3","21","13","9","10","28858","21","","","","","","10","1","","","","","50"
"12059064406113","120590644","06113","LARCENY/THEFT","GRAND THEFT PICKPOCKET","Thursday","07/26/2012","16:10","NORTHERN","NONE","HAIGHT ST / FILLMORE ST","-122.430436523474","37.7721069661669","POINT (-122.430436523474 37.7721069661669)","26","4","11","9","7","9","11","29492","10","","","","","","","1","","","","","26"
"3025101306244","030251013","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","03/01/2003","13:30","MISSION","NONE","ALBION ST / 17TH ST","-122.422701131084","37.7632427146337","POINT (-122.422701131084 37.7632427146337)","37","3","5","20","8","4","5","28859","19","","","","","","","1","","","","","37"
"6018496706241","060184967","06241","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Thursday","02/16/2006","19:30","SOUTHERN","NONE","1600 Block of MARKET ST","-122.422188261426","37.7726948236861","POINT (-122.42218826142599 37.7726948236861)","32","1","10","20","8","2","9","28853","19","","1","","","","","2","","","","","32"
"13092481765016","130924817","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Thursday","10/31/2013","14:45","INGLESIDE","ARREST, CITED","MISSION ST / SILVER AV","-122.431295002963","37.7287297938303","POINT (-122.431295002963 37.7287297938303)","94","9","1","28","9","7","6","28861","25","16","","","","4","","1","","","","","94"
"11065318304134","110653183","04134","ASSAULT","BATTERY","Monday","08/15/2011","12:05","TENDERLOIN","NONE","0 Block of UNITEDNATIONS PZ","-122.414317857881","37.7799444052046","POINT (-122.414317857881 37.7799444052046)","21","5","10","36","7","10","9","28852","36","3","1","3","1","3","6","2","1","1","1","39","21"
"9072420471000","090724204","71000","NON-CRIMINAL","LOST PROPERTY","Thursday","07/16/2009","07:00","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"10061725206244","100617252","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","07/04/2010","19:00","TARAVAL","NONE","300 Block of SANBENITO WY","-122.467545382537","37.7297115454962","POINT (-122.467545382537 37.7297115454962)","63","10","8","41","9","8","4","59","40","","","","","","","1","","","","","63"
"6009299065015","060092990","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Wednesday","01/25/2006","08:55","PARK","ARREST, CITED","MASONIC AV / OAK ST","-122.445717668922","37.7720809772392","POINT (-122.445717668922 37.7720809772392)","24","7","11","12","15","5","11","29492","8","22","","24","","25","","1","","","","","24"
"6137488606242","061374886","06242","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Thursday","12/28/2006","18:00","INGLESIDE","NONE","200 Block of SUSSEX ST","-122.437170052379","37.7364425833424","POINT (-122.437170052379 37.7364425833424)","96","9","5","10","2","7","5","63","7","","","","","","","1","","","","","96"
"12087614364070","120876143","64070","SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Tuesday","10/30/2012","11:29","CENTRAL","NONE","400 Block of SANSOME ST","-122.401514024657","37.7946244346899","POINT (-122.401514024657 37.7946244346899)","108","6","3","6","3","1","10","28860","4","","","","","","","2","","","","","108"
"6129271172000","061292711","72000","NON-CRIMINAL","FOUND PROPERTY","Tuesday","12/05/2006","17:30","MISSION","UNFOUNDED","MISSION ST / 19TH ST","-122.419208249507","37.7602340753605","POINT (-122.419208249507 37.7602340753605)","53","3","2","20","2","4","7","28859","19","13","","15","3","15","","2","","","3","","53"
"6609314406372","066093144","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday","12/24/2006","22:35","PARK","NONE","0 Block of SCOTT ST","-122.435189460375","37.7702290468121","POINT (-122.43518946037501 37.7702290468121)","28","7","5","3","15","5","5","29492","9","","","","","","","1","","","","","28"
"9034071906363","090340719","06363","LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Tuesday","03/31/2009","13:41","NORTHERN","NONE","2000 Block of CHESTNUT ST","-122.436797742278","37.8008031731089","POINT (-122.436797742278 37.8008031731089)","17","4","6","13","13","9","1","57","17","19","","21","","21","","1","","","","","17"
"6080275563010","060802755","63010","WARRANTS","WARRANT ARREST","Saturday","07/29/2006","15:01","NORTHERN","ARREST, BOOKED","800 Block of EDDY ST","-122.421667086071","37.7828419848131","POINT (-122.421667086071 37.7828419848131)","100","4","11","39","7","9","11","28858","41","","1","","","","","2","","","","","100"
"5097024307041","050970243","07041","VEHICLE THEFT","VEHICLE, RECOVERED, AUTO","Saturday","08/27/2005","14:30","BAYVIEW","NONE","24TH ST / DOLORES ST","-122.425153003164","37.7518414001598","POINT (-122.425153003164 37.7518414001598)","52","3","5","22","2","4","5","28862","22","","","","","","","1","","","","","52"
"10077126265016","100771262","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Sunday","08/22/2010","08:36","INGLESIDE","ARREST, CITED","CORTLAND AV / FOLSOM ST","-122.413311792854","37.7389835945917","POINT (-122.41331179285399 37.7389835945917)","83","9","2","2","10","7","7","28859","2","","","","","","","1","","","","","83"
"9034317713060","090343177","13060","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","04/02/2009","15:15","MISSION","ARREST, CITED","17TH ST / CAPP ST","-122.418486296575","37.7634954373144","POINT (-122.41848629657501 37.7634954373144)","53","3","2","20","8","4","7","28859","19","12","","14","3","14","","2","","","3","","53"
"3109734706112","031097347","06112","LARCENY/THEFT","GRAND THEFT PICKPOCKET","Tuesday","09/16/2003","22:00","CENTRAL","NONE","2800 Block of TAYLOR ST","-122.415923448242","37.8085905137102","POINT (-122.41592344824198 37.8085905137102)","99","6","3","23","3","1","10","308","23","","","","","","2","2","","","","","99"
"13606888706374","136068887","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Tuesday","04/16/2013","19:16","NORTHERN","NONE","2200 Block of CHESTNUT ST","-122.440732490704","37.8001913687688","POINT (-122.44073249070401 37.8001913687688)","17","4","6","13","13","9","1","57","17","19","","21","","21","","1","","","","","17"
"9055852028160","090558520","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","05/30/2009","17:00","BAYVIEW","NONE","INNES AV / FITCH ST","-122.373894389535","37.7309368356017","POINT (-122.373894389535 37.7309368356017)","78","2","9","1","10","3","8","58","1","","","","","","","2","","","","","78"
"12601183006244","126011830","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","01/19/2012","16:50","MISSION","NONE","SAN BRUNO AV / ALAMEDA ST","-122.405828840501","37.7684749112706","POINT (-122.405828840501 37.7684749112706)","33","3","9","20","8","4","8","28853","19","","","","2","","","2","","","2","","33"
"3083519006244","030835190","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","07/13/2003","22:15","NORTHERN","NONE","OLIVE ST / VAN NESS AV","-122.421096796943","37.7842937802748","POINT (-122.42109679694302 37.7842937802748)","20","4","11","36","7","9","11","28858","36","","","","","","","2","","1","","","20"
"7059177204134","070591772","04134","ASSAULT","BATTERY","Tuesday","06/12/2007","00:05","CENTRAL","NONE","THE EMBARCADERONORTH ST / WASHINGTON ST","-122.395329662983","37.7966652983014","POINT (-122.395329662983 37.7966652983014)","108","6","3","8","3","2","10","28860","6","","","","4","","","1","","","4","","108"
"3047628305011","030476283","05011","BURGLARY","BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY","Tuesday","04/01/2003","14:00","SOUTHERN","NONE","0 Block of KING ST","-122.388778001806","37.7807643532489","POINT (-122.38877800180599 37.7807643532489)","31","1","10","4","6","2","9","28856","20","","","","","","","1","","","","","31"
"11053547864085","110535478","64085","SUSPICIOUS OCC","INVESTIGATIVE DETENTION","Sunday","07/03/2011","20:57","BAYVIEW","ARREST, BOOKED","1000 Block of CONNECTICUT ST","-122.397089183868","37.7535987880327","POINT (-122.397089183868 37.7535987880327)","54","2","9","26","10","3","8","28856","29","","","","","","","2","","","","","54"
"7099910428160","070999104","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","09/29/2007","01:25","INGLESIDE","NONE","400 Block of PRECITA AV","-122.411099724662","37.7468571046105","POINT (-122.411099724662 37.7468571046105)","83","9","2","2","2","7","7","28859","2","","","","3","","","1","","","3","","83"
"6106247306244","061062473","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","10/04/2006","18:10","SOUTHERN","NONE","BRANNAN ST / 9TH ST","-122.407004255241","37.770049109612","POINT (-122.40700425524102 37.770049109612)","33","1","10","34","8","2","9","28853","34","","","","2","","","2","","","2","","33"
"11050548762050","110505487","62050","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","06/23/2011","15:00","BAYVIEW","ARREST, BOOKED","JENNINGS ST / FITZGERALD AV","-122.393174162423","37.722036232083","POINT (-122.393174162423 37.722036232083)","88","2","9","1","10","3","8","58","1","","","","","","","2","","","","","88"
"13019305606244","130193056","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","03/07/2013","11:45","CENTRAL","NONE","HYDE ST / GREENWICH ST","-122.419429332368","37.8010633370725","POINT (-122.41942933236798 37.8010633370725)","107","6","6","32","5","1","1","28858","32","","","","","","","1","","","","","107"
"9058050165015","090580501","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Friday","06/05/2009","18:58","MISSION","ARREST, CITED","17TH ST / CAPP ST","-122.418486296575","37.7634954373144","POINT (-122.41848629657501 37.7634954373144)","53","3","2","20","8","4","7","28859","19","12","","14","3","14","","2","","","3","","53"
"8124767726150","081247677","26150","OTHER OFFENSES","PAROLE VIOLATION","Friday","11/21/2008","17:25","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / JONES ST","-122.412970537591","37.7857883766888","POINT (-122.412970537591 37.7857883766888)","20","5","10","36","7","10","9","28852","36","","","","","","6","2","1","1","","","20"
"3037136065016","030371360","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Saturday","03/29/2003","22:00","TARAVAL","ARREST, CITED","PORTOLA DR / CLAREMONT BL","-122.465236320688","37.7396837661238","POINT (-122.465236320688 37.7396837661238)","116","10","8","41","1","8","4","59","40","","","","","","","1","","","","","116"
"7009139606362","070091396","06362","LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Thursday","01/25/2007","17:40","CENTRAL","ARREST, BOOKED","300 Block of POST ST","-122.407612885387","37.7884486019705","POINT (-122.407612885387 37.78844860197051)","19","6","3","8","5","1","10","28852","6","10","","12","","12","5","2","","","","","19"
"3012205007041","030122050","07041","VEHICLE THEFT","VEHICLE, RECOVERED, AUTO","Thursday","01/23/2003","12:00","TENDERLOIN","NONE","300 Block of ELLIS ST","-122.411987643595","37.7850226622786","POINT (-122.411987643595 37.7850226622786)","20","5","10","36","14","10","9","28852","36","17","","18","","18","6","2","1","1","","","20"
"3029470607041","030294706","07041","VEHICLE THEFT","VEHICLE, RECOVERED, AUTO","Tuesday","03/11/2003","19:30","RICHMOND","NONE","400 Block of LAKE ST","-122.464161877517","37.7866406911949","POINT (-122.464161877517 37.7866406911949)","4","8","6","11","11","6","1","54","11","","","","","","","1","","","","","4"
"9044213362020","090442133","62020","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Tuesday","04/28/2009","11:06","TENDERLOIN","ARREST, BOOKED","400 Block of JONES ST","-122.412758759499","37.7850960963726","POINT (-122.41275875949901 37.785096096372605)","20","5","10","36","14","10","9","28852","36","17","","18","","18","6","2","1","1","","","20"
