"PdId","IncidntNum","Incident Code","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Address","X","Y","location","SF Find Neighborhoods 2 2","Current Police Districts 2 2","Current Supervisor Districts 2 2","Analysis Neighborhoods 2 2","DELETE - Fire Prevention Districts 2 2","DELETE - Police Districts 2 2","DELETE - Supervisor Districts 2 2","DELETE - Zip Codes 2 2","DELETE - Neighborhoods 2 2","DELETE - 2017 Fix It Zones 2 2","Civic Center Harm Reduction Project Boundary 2 2","Fix It Zones as of 2017-11-06  2 2","DELETE - HSOC Zones 2 2","Fix It Zones as of 2018-02-07 2 2","CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2","Central Market/Tenderloin Boundary 2 2","Central Market/Tenderloin Boundary Polygon - Updated 2 2","HSOC Zones as of 2018-06-05 2 2","OWED Public Spaces 2 2","Neighborhoods 2"
"5017295007041","050172950","07041","VEHICLE THEFT","VEHICLE, RECOVERED, AUTO","Sunday","02/13/2005","01:30","MISSION","NONE","22ND ST / YORK ST","-122.40849946311","37.7560541011453","POINT (-122.40849946310999 37.7560541011453)","53","3","2","20","2","4","7","28859","19","","","","3","","","2","","","3","","53"
"15625707671000","156257076","71000","NON-CRIMINAL","LOST PROPERTY","Saturday","10/17/2015","16:00","TARAVAL","NONE","19TH AV / LINCOLN WY","-122.477309120603","37.7654460715825","POINT (-122.47730912060301 37.7654460715825)","39","10","7","35","11","8","3","56","35","","","","","","","1","","","","","39"
"17031491165015","170314911","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Monday","04/17/2017","14:55","BAYVIEW","ARREST, BOOKED","INGALLS ST / UNDERWOOD AV","-122.38624233134543","37.72660567943315","POINT (-122.38624233134543 37.72660567943315)","78","2","9","1","10","3","8","58","1","","","","","","","2","","","","","78"
"15627193506244","156271935","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","11/01/2015","18:15","NORTHERN","NONE","FRANKLIN ST / JACKSON ST","-122.424698525342","37.7937256193641","POINT (-122.42469852534201 37.7937256193641)","102","4","6","30","13","9","1","28858","27","","","","","","","1","","","","","102"
"15624347306372","156243473","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Monday","10/05/2015","09:00","NORTHERN","NONE","500 Block of FULTON ST","-122.425824629137","37.7783770078653","POINT (-122.425824629137 37.7783770078653)","22","4","11","9","7","9","11","28852","10","","","","","","","1","","","","","22"
"16007160404134","160071604","04134","ASSAULT","BATTERY","Monday","01/25/2016","13:55","MISSION","NONE","500 Block of CASTRO ST","-122.43485678021135","37.76007770531371","POINT (-122.43485678021135 37.76007770531371)","38","3","5","5","2","4","5","28862","3","1","","1","","","9","1","","","5","","38"
"15610764771000","156107647","71000","NON-CRIMINAL","LOST PROPERTY","Thursday","04/30/2015","15:23","SOUTHERN","NONE","MARKET ST / MONTGOMERY ST","-122.402070243227","37.7887198688133","POINT (-122.402070243227 37.7887198688133)","19","6","3","8","4","2","10","28855","6","10","","12","","","4","1","","","","35","19"
"15110853727130","151108537","27130","OTHER OFFENSES","POSSESSION OF BURGLARY TOOLS","Thursday","12/24/2015","17:30","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST","-122.408421116922","37.7835699386918","POINT (-122.40842111692201 37.7835699386918)","32","5","10","34","14","2","9","28853","34","17","1","18","","18","7","2","1","1","","35","32"
"17055826628150","170558266","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","07/07/2017","22:30","INGLESIDE","NONE","100 Block of APPLETON AV","-122.42189877187023","37.73795008470758","POINT (-122.42189877187023 37.73795008470758)","61","9","2","2","2","7","7","28859","2","","","","","","","1","","","","","61"
"16093344607025","160933446","07025","VEHICLE THEFT","STOLEN TRUCK","Wednesday","11/16/2016","11:45","NORTHERN","UNFOUNDED","900 Block of GROVE ST","-122.43221126152007","37.77659865948681","POINT (-122.43221126152007 37.77659865948681)","23","4","11","9","15","9","11","29492","10","","","","","","","1","","","","","23"
"15111051009016","151110510","09016","FORGERY/COUNTERFEITING","CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED","Thursday","12/24/2015","06:30","CENTRAL","ARREST, BOOKED","500 Block of MASON ST","-122.410219831759","37.7885496705771","POINT (-122.41021983175898 37.7885496705771)","50","6","3","21","5","1","10","28852","21","","","","","","","2","","","","","50"
"15609516106244","156095161","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","04/17/2015","20:15","CENTRAL","NONE","700 Block of VALLEJO ST","-122.409791662293","37.7985083480435","POINT (-122.40979166229302 37.7985083480435)","106","6","3","6","3","1","10","308","4","","","","","","","2","","","","","106"
"15109108915200","151091089","15200","SECONDARY CODES","DOMESTIC VIOLENCE","Friday","12/18/2015","11:00","BAYVIEW","ARREST, BOOKED","0 Block of MIDDLEPOINT RD","-122.37934537972","37.7357419068572","POINT (-122.37934537972 37.7357419068572)","76","2","9","1","10","3","8","58","1","","","","","","","2","","","","","76"
"4015053004134","040150530","04134","ASSAULT","BATTERY","Saturday","02/07/2004","03:10","INGLESIDE","ARREST, BOOKED","MISSION ST / VALENCIA ST","-122.420021755236","37.7453901680822","POINT (-122.420021755236 37.7453901680822)","83","9","2","2","2","7","7","28859","2","","","","","","","1","","","","","83"
"15609406606314","156094066","06314","LARCENY/THEFT","GRAND THEFT BICYCLE","Saturday","04/18/2015","23:39","CENTRAL","NONE","1300 Block of COLUMBUS AV","-122.418537074676","37.8061515935611","POINT (-122.418537074676 37.8061515935611)","99","6","3","23","5","1","10","308","23","","","","","","2","2","","","","","99"
"15630665106244","156306651","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","12/20/2015","22:45","PARK","NONE","300 Block of STJOSEPHS AV","-122.442304967684","37.782554689664","POINT (-122.44230496768401 37.782554689664)","13","7","6","39","15","5","1","29490","41","","","","","","","2","","","","","13"
"15629475506224","156294755","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Thursday","12/03/2015","16:10","TARAVAL","NONE","1900 Block of 23RD AV","-122.480493188337","37.7512393843285","POINT (-122.48049318833698 37.7512393843285)","39","10","7","35","1","8","3","29491","35","","","25","","","","1","","","","","39"
"15627831706224","156278317","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Saturday","11/14/2015","17:50","TARAVAL","NONE","2300 Block of NORIEGA ST","-122.488807893358","37.7537519445835","POINT (-122.488807893358 37.7537519445835)","39","10","7","35","1","8","3","56","35","","","","","","","1","","","","","39"
"15617168606374","156171686","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Friday","07/03/2015","01:00","INGLESIDE","NONE","100 Block of HOLLADAY AV","-122.405245459643","37.7469258373327","POINT (-122.405245459643 37.7469258373327)","60","9","2","2","2","7","7","28859","2","","","","","","","1","","","","","60"
"18006531406223","180065314","06223","LARCENY/THEFT","PETTY THEFT FROM UNLOCKED AUTO","Thursday","01/25/2018","05:22","MISSION","ARREST, BOOKED","17TH ST / HOFF ST","-122.42043472455339","37.76337580580586","POINT (-122.42043472455339 37.76337580580586)","53","3","2","20","8","4","7","28859","19","","","","3","","","2","","","3","","53"
"15608468106244","156084681","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","04/08/2015","14:17","CENTRAL","NONE","2300 Block of STOCKTON ST","-122.410524742229","37.8074451162355","POINT (-122.410524742229 37.807445116235506)","99","6","3","23","3","1","10","308","23","","","","","","2","2","","","","","99"
"15601626406244","156016264","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday","01/20/2015","17:30","SOUTHERN","NONE","HARRISON ST / THE EMBARCADEROSOUTH ST","-122.388485562387","37.789572762563","POINT (-122.38848556238702 37.789572762563)","30","1","10","8","6","2","9","28855","6","","","","","","","1","","","","","30"
"15615612706372","156156127","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday","06/28/2015","14:30","BAYVIEW","NONE","RHODEISLAND ST / 24TH ST","-122.401471201633","37.7532944310332","POINT (-122.401471201633 37.7532944310332)","54","2","9","26","10","3","8","28856","29","","","","","","","2","","","","","54"
"8032908004134","080329080","04134","ASSAULT","BATTERY","Saturday","03/29/2008","13:40","MISSION","NONE","1000 Block of POTRERO AV","-122.406539115148","37.7564864109309","POINT (-122.40653911514798 37.7564864109309)","54","3","9","20","10","4","8","28859","19","23","","10","3","10","","2","","","3","","54"
"15610816206224","156108162","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Sunday","05/03/2015","16:30","CENTRAL","NONE","BATTERY ST / GREENWICH ST","-122.401985216772","37.8032385802901","POINT (-122.401985216772 37.8032385802901)","77","6","3","8","3","1","10","28860","6","","","","","","","1","","","","","77"
"3094852765016","030948527","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Monday","08/11/2003","15:22","BAYVIEW","ARREST, CITED","INGALLS ST / OAKDALE AV","-122.382888987127","37.7303429363951","POINT (-122.38288898712702 37.7303429363951)","86","2","9","1","10","3","8","58","1","","","","","","","2","","","","","86"
"15626306706224","156263067","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Saturday","10/24/2015","23:00","CENTRAL","NONE","FILBERT ST / SANSOME ST","-122.402975594053","37.8021677968656","POINT (-122.40297559405302 37.8021677968656)","77","6","3","23","3","1","10","28860","23","","","","","","","1","","","","","77"
"15604234471000","156042344","71000","NON-CRIMINAL","LOST PROPERTY","Monday","02/16/2015","15:00","SOUTHERN","NONE","700 Block of 4TH ST","-122.394548293028","37.7766651941599","POINT (-122.39454829302801 37.7766651941599)","34","1","10","4","6","2","9","28856","20","","","","","","","1","","","","","34"
"15606288106372","156062881","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Friday","03/13/2015","08:15","SOUTHERN","NONE","400 Block of BRANNAN ST","-122.395023267857","37.7794406451837","POINT (-122.39502326785701 37.7794406451837)","32","1","10","34","6","2","9","28856","34","","","","","","","2","","","","","32"
"15110882264020","151108822","64020","NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Thursday","12/24/2015","21:19","BAYVIEW","NONE","600 Block of 25TH ST","-122.384402602201","37.7529749363642","POINT (-122.384402602201 37.7529749363642)","56","2","9","1","10","3","8","58","1","","","","","","","1","","","","","56"
"15101879875000","151018798","75000","MISSING PERSON","FOUND PERSON","Monday","11/23/2015","06:54","SOUTHERN","NONE","800 Block of MARKET ST","-122.407633520742","37.7841893501425","POINT (-122.40763352074198 37.7841893501425)","32","5","10","34","12","2","9","28853","34","17","1","18","","18","5","2","","","","35","32"
"15601634906372","156016349","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Tuesday","01/20/2015","17:00","SOUTHERN","NONE","100 Block of MISSION ST","-122.394459568163","37.792144044552","POINT (-122.39445956816301 37.792144044552)","108","1","10","8","12","2","9","28855","6","","","","","","3","1","","","","","108"
"15602737406244","156027374","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","02/05/2015","20:15","NORTHERN","NONE","POLK ST / OFARRELL ST","-122.419549568783","37.7849590112628","POINT (-122.41954956878301 37.7849590112628)","20","4","10","36","13","9","9","28858","36","","","","","","","2","1","1","","","20"
"15630323706244","156303237","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","12/17/2015","18:30","NORTHERN","NONE","BAKER ST / JEFFERSON ST","-122.44709993644","37.8042164176186","POINT (-122.44709993644 37.8042164176186)","17","4","6","13","13","9","1","57","17","","","","","","","1","","","","15","17"
"15617466828150","156174668","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","07/16/2015","21:30","CENTRAL","NONE","LARKIN ST / NORTHPOINT ST","-122.422008950077","37.8054960276478","POINT (-122.422008950077 37.8054960276478)","98","6","6","32","5","1","1","28858","32","","","","","","","1","","","","","98"
"15627439306244","156274393","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","11/08/2015","13:30","SOUTHERN","NONE","1000 Block of MISSION ST","-122.40989282029","37.7801134973164","POINT (-122.40989282028998 37.7801134973164)","32","1","10","34","14","2","9","28853","34","24","1","6","1","6","7","2","1","1","1","","32"
"15109557012030","151095570","12030","WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER","Sunday","12/20/2015","00:53","MISSION","ARREST, BOOKED","300 Block of CAPP ST","-122.418262236032","37.7610817998691","POINT (-122.418262236032 37.7610817998691)","53","3","2","20","2","4","7","28859","19","13","","15","3","15","","2","","","3","","53"
"15110727265010","151107272","65010","OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Thursday","12/24/2015","10:10","INGLESIDE","ARREST, BOOKED","MISSION ST / ROLPH ST","-122.441553000987","37.7157548877789","POINT (-122.44155300098699 37.7157548877789)","58","9","1","28","9","7","6","28861","25","","","","","4","","2","","","","","58"
"15105313612030","151053136","12030","WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER","Saturday","12/05/2015","09:00","CENTRAL","NONE","STOCKTON ST / NORTHPOINT ST","-122.410500605559","37.8069630725944","POINT (-122.410500605559 37.8069630725944)","99","6","3","23","3","1","10","308","23","","","","","","","2","","","","","99"
"9010975365015","090109753","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Friday","01/30/2009","16:40","MISSION","ARREST, CITED","MISSION ST / 18TH ST","-122.419360352761","37.7618358012376","POINT (-122.419360352761 37.7618358012376)","53","3","2","20","2","4","7","28859","19","13","","15","3","15","","2","","","3","","53"
"15112685271010","151126852","71010","OTHER OFFENSES","LOST/STOLEN LICENSE PLATE","Wednesday","12/30/2015","12:00","NORTHERN","NONE","2400 Block of GREENWICH ST","-122.439981974141","37.7983726368466","POINT (-122.43998197414102 37.7983726368466)","14","4","6","13","13","9","1","57","17","","","","","","","1","","","","","14"
"15103561764070","151035617","64070","SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Sunday","11/29/2015","01:30","CENTRAL","NONE","300 Block of THE EMBARCADERONORTH ST","-122.396374439116","37.7980532528058","POINT (-122.39637443911602 37.7980532528058)","77","6","3","8","3","1","10","28860","6","","","","","","","1","","","","","77"
"15105707506304","151057075","06304","LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Friday","12/04/2015","18:30","CENTRAL","ARREST, BOOKED","800 Block of PACIFIC AV","-122.409061067118","37.7966786637547","POINT (-122.40906106711799 37.7966786637547)","104","6","3","6","3","1","10","308","4","","","","","","","2","","","","","104"
"17024979405043","170249794","05043","BURGLARY","BURGLARY OF RESIDENCE, UNLAWFUL ENTRY","Sunday","03/26/2017","12:00","CENTRAL","NONE","900 Block of POST ST","-122.41682519978644","37.787277154617044","POINT (-122.41682519978644 37.787277154617044)","50","6","3","21","13","1","10","28858","21","","","","","","","2","","","","","50"
"15609164206244","156091642","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","04/12/2015","21:30","CENTRAL","NONE","3000 Block of LARKIN ST","-122.42203497183","37.8059841928876","POINT (-122.42203497183 37.8059841928876)","98","6","6","32","5","1","1","28858","32","","","","","","","1","","","","","98"
"15608185306244","156081853","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","04/04/2015","20:10","SOUTHERN","NONE","5TH ST / MISSION ST","-122.406481972743","37.7827317884887","POINT (-122.40648197274301 37.7827317884887)","32","1","10","34","14","2","9","28853","34","","1","","","","","2","1","1","","","32"
"15600276871000","156002768","71000","NON-CRIMINAL","LOST PROPERTY","Saturday","01/03/2015","08:30","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"15614780306372","156147803","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday","06/14/2015","02:00","SOUTHERN","NONE","1500 Block of HOWARD ST","-122.416549895826","37.7720650956074","POINT (-122.41654989582598 37.7720650956074)","32","1","10","20","8","2","9","28853","19","","1","","1","","","2","","","1","","32"
"15100735928160","151007359","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","11/16/2015","07:00","RICHMOND","NONE","2300 Block of POST ST","-122.440759704072","37.7841259909773","POINT (-122.44075970407201 37.7841259909773)","103","8","11","15","15","6","11","29490","13","","","","","","","2","","","","","103"
"15608474406244","156084744","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","04/01/2015","23:59","INGLESIDE","NONE","BOWDOIN ST / BURROWS ST","-122.411008487706","37.7270278750055","POINT (-122.41100848770601 37.7270278750055)","91","2","2","25","9","3","7","309","28","","","","","","","1","","","","","91"
"15615806006244","156158060","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","06/29/2015","12:50","NORTHERN","NONE","LYON ST / MARINA BL","-122.448321647541","37.8049928468435","POINT (-122.44832164754101 37.8049928468435)","17","","6","27","11","","1","61","30","","","","","","","1","","","","","17"
"11014866716625","110148667","16625","DRUG/NARCOTIC","SALE OF BASE/ROCK COCAINE","Saturday","02/19/2011","14:38","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST","-122.40942036456","37.7816150265786","POINT (-122.40942036456 37.7816150265786)","32","5","10","34","14","2","9","28853","34","","1","","1","","7","2","1","1","1","","32"
"16019229407021","160192294","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Friday","03/04/2016","23:10","CENTRAL","NONE","SANSOME ST / VALLEJO ST","-122.40242303251405","37.79938312200757","POINT (-122.40242303251405 37.79938312200757)","18","6","3","23","3","1","10","28860","23","","","","","","","1","","","","","18"
"15110644006303","151106440","06303","LARCENY/THEFT","PETTY THEFT FROM A BUILDING","Tuesday","12/22/2015","14:40","MISSION","NONE","700 Block of VALENCIA ST","-122.421569323299","37.7608815949553","POINT (-122.421569323299 37.7608815949553)","37","3","5","20","2","4","5","28859","19","","","","3","","","1","","","3","","37"
"15630470206244","156304702","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","12/20/2015","12:30","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"15104895509150","151048955","09150","FORGERY/COUNTERFEITING","FORGERY, NOTES","Thursday","12/03/2015","12:30","SOUTHERN","NONE","800 Block of BRYANT ST","-122.403404791479","37.775420706711","POINT (-122.40340479147902 37.775420706711)","32","1","10","34","14","2","9","28853","34","","","","","","","2","","","","","32"
"17088575204134","170885752","04134","ASSAULT","BATTERY","Sunday","10/29/2017","23:50","MISSION","NOT PROSECUTED","1000 Block of POTRERO AV","-122.40653911514814","37.75648641093089","POINT (-122.40653911514814 37.75648641093089)","54","3","9","20","10","4","8","28859","19","23","","10","3","10","","2","","","3","","54"
"15612422106374","156124221","06374","LARCENY/THEFT","GRAND THEFT OF PROPERTY","Wednesday","04/29/2015","19:30","NORTHERN","NONE","200 Block of HAYES ST","-122.420516716751","37.7771391830192","POINT (-122.420516716751 37.7771391830192)","21","4","11","9","7","9","11","28852","10","","1","","1","","8","1","","","1","","21"
"15600495206244","156004952","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday","01/06/2015","19:30","SOUTHERN","NONE","400 Block of MAIN ST","-122.38948547275","37.7875433617805","POINT (-122.38948547275001 37.7875433617805)","30","1","10","8","6","2","9","28855","6","","","","","","3","1","","","","","30"
"13038465326170","130384653","26170","OTHER OFFENSES","PROBATION VIOLATION","Thursday","05/09/2013","08:30","BAYVIEW","ARREST, BOOKED","DEHARO ST / 15TH ST","-122.401843489392","37.7674322753602","POINT (-122.40184348939201 37.7674322753602)","33","1","9","4","8","3","8","28856","20","","","","","","","1","","","","","33"
"15107813419010","151078134","19010","DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE","Monday","12/14/2015","05:02","SOUTHERN","NONE","0 Block of THE EMBARCADERONORTH ST","-122.388379873919","37.7833104067015","POINT (-122.38837987391899 37.7833104067015)","31","1","10","8","6","2","9","28856","6","","","","","","","1","","","","","31"
"16091950904138","160919509","04138","ASSAULT","BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP","Friday","11/11/2016","15:37","SOUTHERN","ARREST, BOOKED","MCALLISTER ST / JONES ST","-122.41197948749405","37.780903969675826","POINT (-122.41197948749405 37.780903969675826)","20","5","10","34","14","2","9","28853","34","","1","","1","","7","2","1","1","1","35","20"
"5103557172000","051035571","72000","NON-CRIMINAL","FOUND PROPERTY","Thursday","09/08/2005","08:00","TENDERLOIN","NONE","500 Block of ELLIS ST","-122.415436031905","37.784585134714","POINT (-122.415436031905 37.784585134714)","20","5","10","36","7","10","9","28858","36","17","","18","","18","6","2","1","1","","","20"
"15612514406244","156125144","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday","05/21/2015","18:50","BAYVIEW","NONE","1100 Block of MARIPOSA ST","-122.395209911834","37.7639897344846","POINT (-122.39520991183399 37.7639897344846)","54","2","9","26","14","3","8","28856","29","","","","","","","1","","","","","54"
"15606581306244","156065813","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday","03/16/2015","18:30","MISSION","NONE","FOLSOM ST / 14TH ST","-122.41561633832","37.7685360123583","POINT (-122.41561633832002 37.7685360123583)","53","3","2","20","8","4","7","28853","19","12","1","14","3","14","","2","","","3","","53"
"15106995175000","151069951","75000","MISSING PERSON","FOUND PERSON","Wednesday","12/09/2015","22:40","SOUTHERN","UNFOUNDED","0 Block of MOSS ST","-122.407999186749","37.7778241673064","POINT (-122.40799918674898 37.7778241673064)","32","1","10","34","14","2","9","28853","34","24","1","6","1","6","","2","","","1","","32"
"15600937206244","156009372","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","01/10/2015","23:00","SOUTHERN","NONE","HARRISON ST / 6TH ST","-122.404071611406","37.7772741854354","POINT (-122.404071611406 37.7772741854354)","32","1","10","34","14","2","9","28856","34","24","","6","","6","","2","","","","","32"
"15607764206224","156077642","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Wednesday","03/25/2015","19:00","SOUTHERN","NONE","300 Block of 2ND ST","-122.396251395987","37.7852582857699","POINT (-122.39625139598701 37.7852582857699)","30","1","10","8","6","2","9","28856","6","","","","","","3","1","","","","","30"
